Word,Count,Salience,Group,Word on Sentiment List #1: List1,Word on Sentiment List #2: List2,Word on Sentiment List #3: List3
activities,8,0.001,,FALSE,FALSE,FALSE
james,8,0.001,,FALSE,FALSE,FALSE
create,8,0.001,,FALSE,FALSE,FALSE
#netzero,8,0.001,,FALSE,FALSE,FALSE
acknowledge,8,0.001,,FALSE,FALSE,FALSE
#sustainability,8,0.001,,FALSE,FALSE,FALSE
trust,8,0.001,,TRUE,FALSE,FALSE
china,8,0.001,,FALSE,FALSE,FALSE
links,8,0.001,,FALSE,FALSE,FALSE
mooc,8,0.001,,FALSE,FALSE,FALSE
natcap,8,0.001,,FALSE,FALSE,FALSE
approaches,8,0.001,,FALSE,FALSE,FALSE
#natcapinvest,8,0.001,,FALSE,FALSE,FALSE
software,8,0.001,,FALSE,FALSE,FALSE
burial,8,0.001,,FALSE,FALSE,FALSE
numerous,8,0.001,,FALSE,FALSE,FALSE
#soc,8,0.001,,FALSE,FALSE,FALSE
functional,8,0.001,,FALSE,FALSE,FALSE
adapted,8,0.001,,FALSE,FALSE,FALSE
doube,8,0.001,,FALSE,FALSE,FALSE
1990,8,0.001,,FALSE,FALSE,FALSE
remains,8,0.001,,FALSE,FALSE,FALSE
regrowth,8,0.001,,FALSE,FALSE,FALSE
#urban,8,0.001,,FALSE,FALSE,FALSE
sprawl,8,0.001,,FALSE,FALSE,FALSE
#mountain,8,0.001,,FALSE,FALSE,FALSE
described,8,0.001,,FALSE,FALSE,FALSE
sinks,8,0.001,,FALSE,FALSE,FALSE
hydro,8,0.001,,FALSE,FALSE,FALSE
wonder,8,0.001,,TRUE,FALSE,FALSE
subsystem,8,0.001,,FALSE,FALSE,FALSE
inferior,8,0.001,,FALSE,TRUE,FALSE
extension,8,0.001,,FALSE,FALSE,FALSE
europeanforest,8,0.001,,FALSE,FALSE,FALSE
marcuslindner_,8,0.001,,FALSE,FALSE,FALSE
marcpalahi,8,0.001,,FALSE,FALSE,FALSE
trinity,8,0.001,,FALSE,FALSE,FALSE
college,8,0.001,,FALSE,FALSE,FALSE
dublin,8,0.001,,FALSE,FALSE,FALSE
objective,8,0.001,,FALSE,FALSE,FALSE
mammal,8,0.001,,FALSE,FALSE,FALSE
collections,8,0.001,,FALSE,FALSE,FALSE
uconneeb,8,0.001,,FALSE,FALSE,FALSE
brc,8,0.001,,FALSE,FALSE,FALSE
official,8,0.001,,FALSE,FALSE,FALSE
celebrate,8,0.001,,TRUE,FALSE,FALSE
things,8,0.001,,FALSE,FALSE,FALSE
squirrely,8,0.001,,FALSE,FALSE,FALSE
21,8,0.001,,FALSE,FALSE,FALSE
river,8,0.001,,FALSE,FALSE,FALSE
show,8,0.001,,FALSE,FALSE,FALSE
smallholder,8,0.001,,FALSE,FALSE,FALSE
friendly,8,0.001,,TRUE,FALSE,FALSE
demonstrates,8,0.001,,FALSE,FALSE,FALSE
e2isjxiott,8,0.001,,FALSE,FALSE,FALSE
led,8,0.001,,TRUE,FALSE,FALSE
losing,8,0.001,,FALSE,TRUE,FALSE
postgraduate,8,0.001,,FALSE,FALSE,FALSE
uolgeography,8,0.001,,FALSE,FALSE,FALSE
unmanaged,8,0.001,,FALSE,FALSE,FALSE
realignments,8,0.001,,FALSE,FALSE,FALSE
processes,8,0.001,,FALSE,FALSE,FALSE
ways,8,0.001,,FALSE,FALSE,FALSE
extent,8,0.001,,FALSE,FALSE,FALSE
countries,7,0.001,,FALSE,FALSE,FALSE
gdp,7,0.001,,FALSE,FALSE,FALSE
relevant,7,0.001,,FALSE,FALSE,FALSE
over,7,0.001,,FALSE,FALSE,FALSE
applying,7,0.001,,FALSE,FALSE,FALSE
#disaggregation,7,0.001,,FALSE,FALSE,FALSE
implications,7,0.001,,FALSE,FALSE,FALSE
message,7,0.001,,FALSE,FALSE,FALSE
et,7,0.001,,FALSE,FALSE,FALSE
maps,7,0.001,,FALSE,FALSE,FALSE
program,7,0.001,,FALSE,FALSE,FALSE
wetland,7,0.001,,FALSE,FALSE,FALSE
february,7,0.001,,FALSE,FALSE,FALSE
fishing,7,0.001,,FALSE,FALSE,FALSE
etc,7,0.001,,FALSE,FALSE,FALSE
cause,7,0.001,,FALSE,FALSE,FALSE
pollution,7,0.001,,FALSE,FALSE,FALSE
initiatives,7,0.001,,FALSE,FALSE,FALSE
debt,7,0.001,,FALSE,TRUE,FALSE
terms,7,0.001,,FALSE,FALSE,FALSE
building,7,0.001,,FALSE,FALSE,FALSE
underpin,7,0.001,,FALSE,FALSE,FALSE
reefs,7,0.001,,FALSE,FALSE,FALSE
al,7,0.001,,FALSE,FALSE,FALSE
discuss,7,0.001,,FALSE,FALSE,FALSE
#meegene,7,0.001,,FALSE,FALSE,FALSE
leibniz_lib,7,0.001,,FALSE,FALSE,FALSE
host,7,0.001,,FALSE,FALSE,FALSE
matavca,7,0.001,,FALSE,FALSE,FALSE
cibio_inbio,7,0.001,,FALSE,FALSE,FALSE
tuesday,7,0.001,,FALSE,FALSE,FALSE
15h,7,0.001,,FALSE,FALSE,FALSE
advancing,7,0.001,,FALSE,FALSE,FALSE
metabarcoding,7,0.001,,FALSE,FALSE,FALSE
techniques,7,0.001,,FALSE,FALSE,FALSE
vertebrates,7,0.001,,FALSE,FALSE,FALSE
email,7,0.001,,FALSE,FALSE,FALSE
meegene,7,0.001,,FALSE,FALSE,FALSE
leibniz,7,0.001,,FALSE,FALSE,FALSE
zfmk,7,0.001,,FALSE,FALSE,FALSE
don,7,0.001,,FALSE,FALSE,FALSE
explores,7,0.001,,FALSE,FALSE,FALSE
crop,7,0.001,,FALSE,FALSE,FALSE
improve,7,0.001,,TRUE,FALSE,FALSE
harness,7,0.001,,FALSE,FALSE,FALSE
creating,7,0.001,,FALSE,FALSE,FALSE
generate,7,0.001,,FALSE,FALSE,FALSE
residents,7,0.001,,FALSE,FALSE,FALSE
street,7,0.001,,FALSE,FALSE,FALSE
nutrient,7,0.001,,FALSE,FALSE,FALSE
#naturebasedsolution,7,0.001,,FALSE,FALSE,FALSE
mitigates,7,0.001,,FALSE,FALSE,FALSE
promotes,7,0.001,,FALSE,FALSE,FALSE
insightful,7,0.001,,TRUE,FALSE,FALSE
opinion,7,0.001,,FALSE,FALSE,FALSE
probiotic,7,0.001,,FALSE,FALSE,FALSE
writes,7,0.001,,FALSE,FALSE,FALSE
fabrice,7,0.001,,FALSE,FALSE,FALSE
declerck,7,0.001,,FALSE,FALSE,FALSE
senior,7,0.001,,FALSE,FALSE,FALSE
biovintciat_eng,7,0.001,,FALSE,FALSE,FALSE
#onecgiar,7,0.001,,FALSE,FALSE,FALSE
valuable,7,0.001,,TRUE,FALSE,FALSE
thanks,7,0.001,,FALSE,FALSE,FALSE
naturally,7,0.001,,FALSE,FALSE,FALSE
wild,7,0.001,,FALSE,TRUE,FALSE
soils,7,0.001,,FALSE,FALSE,FALSE
estuarine,7,0.001,,FALSE,FALSE,FALSE
congrats,7,0.001,,FALSE,FALSE,FALSE
author,7,0.001,,FALSE,FALSE,FALSE
alarming,7,0.001,,FALSE,TRUE,FALSE
consume,7,0.001,,FALSE,FALSE,FALSE
dependent,6,0.001,,FALSE,FALSE,FALSE
lose,6,0.001,,FALSE,TRUE,FALSE
7,6,0.001,,FALSE,FALSE,FALSE
school,6,0.001,,FALSE,FALSE,FALSE
ms,6,0.001,,FALSE,FALSE,FALSE
input,6,0.001,,FALSE,FALSE,FALSE
suite,6,0.001,,FALSE,FALSE,FALSE
edition,6,0.001,,FALSE,FALSE,FALSE
journal,6,0.001,,FALSE,FALSE,FALSE
protecting,6,0.001,,FALSE,FALSE,FALSE
#citieswithnature,6,0.001,,FALSE,FALSE,FALSE
#regionswithnature,6,0.001,,FALSE,FALSE,FALSE
lives,6,0.001,,FALSE,FALSE,FALSE
timber,6,0.001,,FALSE,FALSE,FALSE
time,6,0.001,,FALSE,FALSE,FALSE
repositories,6,0.001,,FALSE,FALSE,FALSE
exercise,6,0.001,,FALSE,FALSE,FALSE
consider,6,0.001,,FALSE,FALSE,FALSE
31,6,0.001,,FALSE,FALSE,FALSE
state,6,0.001,,FALSE,FALSE,FALSE
developing,6,0.001,,FALSE,FALSE,FALSE
results,6,0.001,,FALSE,FALSE,FALSE
centre,6,0.001,,FALSE,FALSE,FALSE
effectiveness,6,0.001,,TRUE,FALSE,FALSE
threat,6,0.001,,FALSE,TRUE,FALSE
beauty,6,0.001,,TRUE,FALSE,FALSE
fishes,6,0.001,,FALSE,FALSE,FALSE
anyone,6,0.001,,FALSE,FALSE,FALSE
farming,6,0.001,,FALSE,FALSE,FALSE
warming,6,0.001,,FALSE,FALSE,FALSE
supplies,6,0.001,,FALSE,FALSE,FALSE
grassland,6,0.001,,FALSE,FALSE,FALSE
rangelands,6,0.001,,FALSE,FALSE,FALSE
billion,6,0.001,,FALSE,FALSE,FALSE
kandoo,6,0.001,,FALSE,FALSE,FALSE
restore,6,0.001,,FALSE,FALSE,FALSE
inside,6,0.001,,FALSE,FALSE,FALSE
concern,6,0.001,,FALSE,TRUE,FALSE
economies,6,0.001,,FALSE,FALSE,FALSE
promote,6,0.001,,FALSE,FALSE,FALSE
greater,6,0.001,,FALSE,FALSE,FALSE
five,6,0.001,,FALSE,FALSE,FALSE
chance,6,0.001,,FALSE,FALSE,FALSE
rwanda,6,0.001,,FALSE,FALSE,FALSE
transition,6,0.001,,FALSE,FALSE,FALSE
student,6,0.001,,FALSE,FALSE,FALSE
cycles,6,0.001,,FALSE,FALSE,FALSE
fifth,6,0.001,,FALSE,FALSE,FALSE
plenary,6,0.001,,FALSE,FALSE,FALSE
interface,6,0.001,,FALSE,FALSE,FALSE
bonn,6,0.001,,FALSE,FALSE,FALSE
authored,6,0.001,,FALSE,FALSE,FALSE
works,6,0.001,,TRUE,FALSE,FALSE
egregious,6,0.001,,FALSE,TRUE,FALSE
sufficiently,6,0.001,,TRUE,FALSE,FALSE
acknowledged,6,0.001,,FALSE,FALSE,FALSE
negotiation,6,0.001,,FALSE,FALSE,FALSE
tables,6,0.001,,FALSE,FALSE,FALSE
featured,6,0.001,,FALSE,FALSE,FALSE
financing,6,0.001,,FALSE,FALSE,FALSE
programmes,6,0.001,,FALSE,FALSE,FALSE
avers,6,0.001,,FALSE,FALSE,FALSE
drnilanjang,6,0.001,,FALSE,FALSE,FALSE
#orfkolkata,6,0.001,,FALSE,FALSE,FALSE
characteristics,6,0.001,,FALSE,FALSE,FALSE
stressors,6,0.001,,FALSE,FALSE,FALSE
tune,6,0.001,,FALSE,FALSE,FALSE
thing,6,0.001,,FALSE,FALSE,FALSE
borders,6,0.001,,FALSE,FALSE,FALSE
#silflower,6,0.001,,FALSE,FALSE,FALSE
cup,6,0.001,,FALSE,FALSE,FALSE
weed,6,0.001,,FALSE,TRUE,FALSE
suppression,6,0.001,,FALSE,TRUE,FALSE
#pollinator,6,0.001,,FALSE,FALSE,FALSE
forage,6,0.001,,FALSE,FALSE,FALSE
quantity,6,0.001,,FALSE,FALSE,FALSE
ebony,6,0.001,,FALSE,FALSE,FALSE
murrell,6,0.001,,FALSE,FALSE,FALSE
declining,6,0.001,,FALSE,TRUE,FALSE
local,6,0.001,,FALSE,FALSE,FALSE
tool,6,0.001,,FALSE,FALSE,FALSE
cascade,6,0.001,,FALSE,FALSE,FALSE
rosetta,6,0.001,,FALSE,FALSE,FALSE
facilitate,6,0.001,,TRUE,FALSE,FALSE
build,6,0.001,,FALSE,FALSE,FALSE
uk,6,0.001,,FALSE,FALSE,FALSE
thoughts,6,0.001,,FALSE,FALSE,FALSE
restoring,6,0.001,,FALSE,FALSE,FALSE
mitigate,6,0.001,,FALSE,FALSE,FALSE
#cities,6,0.001,,FALSE,FALSE,FALSE
spot,6,0.001,,FALSE,FALSE,FALSE
contributing,6,0.001,,FALSE,FALSE,FALSE
irreparably,6,0.001,,FALSE,FALSE,FALSE
insect,6,0.001,,FALSE,FALSE,FALSE
icraf,6,0.001,,FALSE,FALSE,FALSE
#ornithology,6,0.001,,FALSE,FALSE,FALSE
indeed,6,0.001,,FALSE,FALSE,FALSE
bagi,6,0.001,,FALSE,FALSE,FALSE
mengumpul,6,0.001,,FALSE,FALSE,FALSE
rm,6,0.001,,FALSE,FALSE,FALSE
300,6,0.001,,FALSE,FALSE,FALSE
bil,6,0.001,,FALSE,FALSE,FALSE
ini,6,0.001,,FALSE,FALSE,FALSE
yang,6,0.001,,FALSE,FALSE,FALSE
kerajaan,6,0.001,,FALSE,FALSE,FALSE
persekutuan,6,0.001,,FALSE,FALSE,FALSE
patut,6,0.001,,FALSE,FALSE,FALSE
buat,6,0.001,,FALSE,FALSE,FALSE
taxes,6,0.001,,FALSE,FALSE,FALSE
swaps,6,0.001,,FALSE,FALSE,FALSE
border,6,0.001,,FALSE,FALSE,FALSE
adjustment,6,0.001,,FALSE,FALSE,FALSE
mechanism,6,0.001,,FALSE,FALSE,FALSE
cbam,6,0.001,,FALSE,FALSE,FALSE
insurance,6,0.001,,FALSE,FALSE,FALSE
#climatecrisis,6,0.001,,FALSE,FALSE,FALSE
agent,6,0.001,,FALSE,FALSE,FALSE
computer,6,0.001,,FALSE,FALSE,FALSE
indonesia,6,0.001,,FALSE,FALSE,FALSE
rubber,6,0.001,,FALSE,FALSE,FALSE
nut,6,0.001,,FALSE,FALSE,FALSE
improves,6,0.001,,TRUE,FALSE,FALSE
incomes,6,0.001,,FALSE,FALSE,FALSE
needs,6,0.001,,FALSE,FALSE,FALSE
heritage,6,0.001,,FALSE,FALSE,FALSE
asset,6,0.001,,FALSE,FALSE,FALSE
agenda,6,0.001,,FALSE,FALSE,FALSE
bhupender,6,0.001,,FALSE,FALSE,FALSE
yadav,6,0.001,,FALSE,FALSE,FALSE
क,6,0.001,,FALSE,FALSE,FALSE
mgemitchell,6,0.001,,FALSE,FALSE,FALSE
thank,6,0.001,,TRUE,FALSE,FALSE
part,6,0.001,,FALSE,FALSE,FALSE
reports,6,0.001,,FALSE,FALSE,FALSE
uos,6,0.001,,FALSE,FALSE,FALSE
dispersal,6,0.001,,FALSE,FALSE,FALSE
undermining,6,0.001,,FALSE,TRUE,FALSE
entomology_uga,6,0.001,,FALSE,FALSE,FALSE
natureag,6,0.001,,FALSE,FALSE,FALSE
natcapproject,6,0.001,,FALSE,FALSE,FALSE
organisms,6,0.001,,FALSE,FALSE,FALSE
huge,6,0.001,,FALSE,FALSE,FALSE
labmate,6,0.001,,FALSE,FALSE,FALSE
daniel,6,0.001,,FALSE,FALSE,FALSE
chilton,6,0.001,,FALSE,FALSE,FALSE
ripper,6,0.001,,FALSE,FALSE,FALSE
#eflows,6,0.001,,FALSE,FALSE,FALSE
uniadelsciences,6,0.001,,FALSE,FALSE,FALSE
frontenvsci,6,0.001,,FALSE,FALSE,FALSE
diegozarrate,6,0.001,,FALSE,FALSE,FALSE
les,6,0.001,,FALSE,FALSE,FALSE
collapse,5,0.001,,FALSE,TRUE,FALSE
cost,5,0.001,,FALSE,FALSE,FALSE
assess,5,0.001,,FALSE,FALSE,FALSE
#equity,5,0.001,,FALSE,FALSE,FALSE
hear,5,0.001,,FALSE,FALSE,FALSE
resolution,5,0.001,,FALSE,FALSE,FALSE
governance,5,0.001,,FALSE,FALSE,FALSE
multiple,5,0.001,,FALSE,FALSE,FALSE
27,5,0.001,,FALSE,FALSE,FALSE
h,5,0.001,,FALSE,FALSE,FALSE
speaker,5,0.001,,FALSE,FALSE,FALSE
hung,5,0.001,,FALSE,TRUE,FALSE
vuong,5,0.001,,FALSE,FALSE,FALSE
pham,5,0.001,,FALSE,FALSE,FALSE
raas,5,0.001,,FALSE,FALSE,FALSE
moderator,5,0.001,,FALSE,FALSE,FALSE
guido,5,0.001,,FALSE,FALSE,FALSE
rianna,5,0.001,,FALSE,FALSE,FALSE
remhi,5,0.001,,FALSE,FALSE,FALSE
guido80r,5,0.001,,FALSE,FALSE,FALSE
environments,5,0.001,,FALSE,FALSE,FALSE
bayesian,5,0.001,,FALSE,FALSE,FALSE
integration,5,0.001,,FALSE,FALSE,FALSE
mgt,5,0.001,,FALSE,FALSE,FALSE
lab,5,0.001,,FALSE,FALSE,FALSE
awareness,5,0.001,,FALSE,FALSE,FALSE
digital,5,0.001,,FALSE,FALSE,FALSE
inherent,5,0.001,,FALSE,FALSE,FALSE
austin,5,0.001,,FALSE,FALSE,FALSE
according,5,0.001,,FALSE,FALSE,FALSE
discussion,5,0.001,,FALSE,FALSE,FALSE
context,5,0.001,,FALSE,FALSE,FALSE
plastic,5,0.001,,FALSE,FALSE,FALSE
oceans,5,0.001,,FALSE,FALSE,FALSE
trend,5,0.001,,FALSE,FALSE,FALSE
serious,5,0.001,,FALSE,FALSE,FALSE
going,5,0.001,,FALSE,FALSE,FALSE
single,5,0.001,,FALSE,FALSE,FALSE
effective,5,0.001,,TRUE,FALSE,FALSE
reduce,5,0.001,,FALSE,FALSE,FALSE
#ecocide,5,0.001,,FALSE,FALSE,FALSE
societies,5,0.001,,FALSE,FALSE,FALSE
increasingly,5,0.001,,FALSE,FALSE,FALSE
become,5,0.001,,FALSE,FALSE,FALSE
various,5,0.001,,FALSE,FALSE,FALSE
researchers,5,0.001,,FALSE,FALSE,FALSE
en,5,0.001,,FALSE,FALSE,FALSE
anthropogenic,5,0.001,,FALSE,FALSE,FALSE
tourism,5,0.001,,FALSE,FALSE,FALSE
pest,5,0.001,,FALSE,TRUE,FALSE
colleagues,5,0.001,,FALSE,FALSE,FALSE
established,5,0.001,,FALSE,FALSE,FALSE
net,5,0.001,,FALSE,FALSE,FALSE
mar,5,0.001,,FALSE,TRUE,FALSE
matter,5,0.001,,FALSE,FALSE,FALSE
sink,5,0.001,,FALSE,TRUE,FALSE
question,5,0.001,,FALSE,FALSE,FALSE
covers,5,0.001,,FALSE,FALSE,FALSE
degradation,5,0.001,,FALSE,TRUE,FALSE
papers,5,0.001,,FALSE,FALSE,FALSE
regional,5,0.001,,FALSE,FALSE,FALSE
week's,5,0.001,,FALSE,FALSE,FALSE
episode,5,0.001,,FALSE,FALSE,FALSE
markets,5,0.001,,FALSE,FALSE,FALSE
#spatial,5,0.001,,FALSE,FALSE,FALSE
gaps,5,0.001,,FALSE,FALSE,FALSE
#invest,5,0.001,,FALSE,FALSE,FALSE
spain,5,0.001,,FALSE,FALSE,FALSE
below,5,0.001,,FALSE,FALSE,FALSE
#rivers,5,0.001,,FALSE,FALSE,FALSE
same,5,0.001,,FALSE,FALSE,FALSE
bio,5,0.001,,FALSE,FALSE,FALSE
hydrology,5,0.001,,FALSE,FALSE,FALSE
wilder,5,0.001,,FALSE,FALSE,FALSE
solent,5,0.001,,FALSE,FALSE,FALSE
fisheries,5,0.001,,FALSE,FALSE,FALSE
cleaner,5,0.001,,TRUE,FALSE,FALSE
indian,5,0.001,,FALSE,FALSE,FALSE
align,5,0.001,,FALSE,FALSE,FALSE
#socioecological,5,0.001,,FALSE,FALSE,FALSE
objectives,5,0.001,,FALSE,FALSE,FALSE
vikrom_mathur,5,0.001,,FALSE,FALSE,FALSE
#amritmahotsav,5,0.001,,FALSE,FALSE,FALSE
tunnel,5,0.001,,FALSE,FALSE,FALSE
#covercrop,5,0.001,,FALSE,FALSE,FALSE
struggle,5,0.001,,FALSE,TRUE,FALSE
mn,5,0.001,,FALSE,FALSE,FALSE
winter,5,0.001,,FALSE,FALSE,FALSE
conditions,5,0.001,,FALSE,FALSE,FALSE
#hightunnels,5,0.001,,FALSE,FALSE,FALSE
nitrogen,5,0.001,,FALSE,FALSE,FALSE
hortscience,5,0.001,,FALSE,FALSE,FALSE
grossly,5,0.001,,FALSE,TRUE,FALSE
risk,5,0.001,,FALSE,TRUE,FALSE
damaged,5,0.001,,FALSE,TRUE,FALSE
productivity,5,0.001,,FALSE,FALSE,FALSE
true,5,0.001,,FALSE,FALSE,FALSE
encroachment,5,0.001,,FALSE,TRUE,FALSE
affects,5,0.001,,FALSE,FALSE,FALSE
functionality,5,0.001,,FALSE,FALSE,FALSE
#talkactclimate,5,0.001,,FALSE,FALSE,FALSE
#voices4climateke,5,0.001,,FALSE,FALSE,FALSE
southwest,5,0.001,,FALSE,FALSE,FALSE
commitment,5,0.001,,TRUE,FALSE,FALSE
#environment,5,0.001,,FALSE,FALSE,FALSE
lucart,5,0.001,,FALSE,FALSE,FALSE
signed,5,0.001,,FALSE,FALSE,FALSE
gfvn,5,0.001,,FALSE,FALSE,FALSE
financially,5,0.001,,FALSE,FALSE,FALSE
vosges,5,0.001,,FALSE,FALSE,FALSE
fscfrance,5,0.001,,FALSE,FALSE,FALSE
#sharingthefuture,5,0.001,,FALSE,FALSE,FALSE
wide,5,0.001,,FALSE,FALSE,FALSE
traditions,5,0.001,,FALSE,FALSE,FALSE
capture,5,0.001,,FALSE,FALSE,FALSE
deliver,5,0.001,,FALSE,FALSE,FALSE
'tiger,5,0.001,,FALSE,FALSE,FALSE
maintain,5,0.001,,FALSE,FALSE,FALSE
country,5,0.001,,FALSE,FALSE,FALSE
sustainably,5,0.001,,FALSE,FALSE,FALSE
multi,5,0.001,,FALSE,FALSE,FALSE
connect,5,0.001,,FALSE,FALSE,FALSE
exist,5,0.001,,FALSE,FALSE,FALSE
clean,5,0.001,,TRUE,FALSE,FALSE
require,5,0.001,,FALSE,FALSE,FALSE
specific,5,0.001,,FALSE,FALSE,FALSE
workshop,5,0.001,,FALSE,FALSE,FALSE
lessons,5,0.001,,FALSE,FALSE,FALSE
collective,5,0.001,,FALSE,FALSE,FALSE
control,5,0.001,,FALSE,FALSE,FALSE
function,5,0.001,,FALSE,FALSE,FALSE
limited,5,0.001,,FALSE,TRUE,FALSE
considering,5,0.001,,FALSE,FALSE,FALSE
davymccracken,5,0.001,,FALSE,FALSE,FALSE
investigating,5,0.001,,FALSE,FALSE,FALSE
example,5,0.001,,FALSE,FALSE,FALSE
un_sdg,5,0.001,,FALSE,FALSE,FALSE
directly,5,0.001,,FALSE,FALSE,FALSE
indirectly,5,0.001,,FALSE,FALSE,FALSE
attaining,5,0.001,,FALSE,FALSE,FALSE
#soils,5,0.001,,FALSE,FALSE,FALSE
main,5,0.001,,FALSE,FALSE,FALSE
reservoirs,5,0.001,,FALSE,FALSE,FALSE
responsible,5,0.001,,FALSE,FALSE,FALSE
poorest,4,0.000,,FALSE,TRUE,FALSE
recent,4,0.000,,FALSE,FALSE,FALSE
estimates,4,0.000,,FALSE,FALSE,FALSE
2030,4,0.000,,FALSE,FALSE,FALSE
#islands,4,0.000,,FALSE,FALSE,FALSE
big,4,0.000,,FALSE,FALSE,FALSE
politics,4,0.000,,FALSE,FALSE,FALSE
constant,4,0.000,,FALSE,FALSE,FALSE
excited,4,0.000,,TRUE,FALSE,FALSE
order,4,0.000,,FALSE,FALSE,FALSE
significant,4,0.000,,TRUE,FALSE,FALSE
invest,4,0.000,,FALSE,FALSE,FALSE
created,4,0.000,,FALSE,FALSE,FALSE
restored,4,0.000,,TRUE,FALSE,FALSE
gt,4,0.000,,FALSE,FALSE,FALSE
collaboration,4,0.000,,FALSE,FALSE,FALSE
crisisaber1,4,0.000,,FALSE,FALSE,FALSE
aberbschool,4,0.000,,FALSE,FALSE,FALSE
prifysgol_aber,4,0.000,,FALSE,FALSE,FALSE
practice,4,0.000,,FALSE,FALSE,FALSE
recently,4,0.000,,FALSE,FALSE,FALSE
intrinsic,4,0.000,,FALSE,FALSE,FALSE
thrive,4,0.000,,TRUE,FALSE,FALSE
million,4,0.000,,FALSE,FALSE,FALSE
assistantship,4,0.001,,FALSE,FALSE,FALSE
topics,4,0.000,,FALSE,FALSE,FALSE
supports,4,0.000,,TRUE,FALSE,FALSE
sultan,4,0.000,,FALSE,FALSE,FALSE
adam,4,0.000,,FALSE,FALSE,FALSE
result,4,0.000,,FALSE,FALSE,FALSE
particular,4,0.000,,FALSE,FALSE,FALSE
iit,4,0.001,,FALSE,FALSE,FALSE
ism,4,0.001,,FALSE,FALSE,FALSE
tibet,4,0.000,,FALSE,FALSE,FALSE
autonomous,4,0.000,,TRUE,FALSE,FALSE
#pollination,4,0.000,,FALSE,FALSE,FALSE
16,4,0.000,,FALSE,FALSE,FALSE
oak,4,0.000,,FALSE,FALSE,FALSE
quercus,4,0.000,,FALSE,FALSE,FALSE
states,4,0.000,,FALSE,FALSE,FALSE
type,4,0.000,,FALSE,FALSE,FALSE
hays,4,0.001,,FALSE,FALSE,FALSE
address,4,0.000,,FALSE,FALSE,FALSE
diseases,4,0.000,,FALSE,FALSE,FALSE
legal,4,0.000,,FALSE,FALSE,FALSE
both,4,0.000,,FALSE,FALSE,FALSE
reverse,4,0.000,,FALSE,FALSE,FALSE
rights,4,0.000,,FALSE,FALSE,FALSE
acidifying,4,0.000,,FALSE,FALSE,FALSE
affecting,4,0.000,,FALSE,FALSE,FALSE
seafood,4,0.000,,FALSE,FALSE,FALSE
extensions,4,0.000,,FALSE,FALSE,FALSE
stocks,4,0.000,,FALSE,FALSE,FALSE
altered,4,0.000,,FALSE,FALSE,FALSE
inagelkerken,4,0.000,,FALSE,FALSE,FALSE
scidevnetseap,4,0.000,,FALSE,FALSE,FALSE
uniofadelaide,4,0.000,,FALSE,FALSE,FALSE
#carbon,4,0.000,,FALSE,FALSE,FALSE
bats,4,0.000,,FALSE,FALSE,FALSE
participate,4,0.000,,FALSE,FALSE,FALSE
hosting,4,0.000,,FALSE,FALSE,FALSE
african,4,0.000,,FALSE,FALSE,FALSE
participants,4,0.000,,FALSE,FALSE,FALSE
wur,4,0.000,,FALSE,FALSE,FALSE
known,4,0.000,,FALSE,FALSE,FALSE
bes,4,0.000,,FALSE,FALSE,FALSE
library,4,0.000,,FALSE,FALSE,FALSE
though,4,0.000,,FALSE,FALSE,FALSE
#ecosystemrestoration,4,0.000,,FALSE,FALSE,FALSE
#resilience,4,0.000,,FALSE,FALSE,FALSE
british,4,0.000,,FALSE,FALSE,FALSE
postdoctoral,4,0.000,,FALSE,FALSE,FALSE
bayreuth,4,0.000,,FALSE,FALSE,FALSE
filled,4,0.000,,FALSE,FALSE,FALSE
appointment,4,0.000,,FALSE,FALSE,FALSE
begins,4,0.000,,FALSE,FALSE,FALSE
technology,4,0.000,,FALSE,FALSE,FALSE
never,4,0.000,,FALSE,FALSE,FALSE
replace,4,0.000,,FALSE,FALSE,FALSE
obfuscate,4,0.000,,FALSE,FALSE,FALSE
methodology,4,0.000,,FALSE,FALSE,FALSE
contribution,4,0.000,,TRUE,FALSE,FALSE
functioning,4,0.000,,FALSE,FALSE,FALSE
makes,4,0.000,,FALSE,FALSE,FALSE
wlpa,4,0.000,,FALSE,FALSE,FALSE
stabilizes,4,0.000,,FALSE,FALSE,FALSE
#ersa2022,4,0.000,,FALSE,FALSE,FALSE
call,4,0.000,,FALSE,FALSE,FALSE
quantification,4,0.000,,FALSE,FALSE,FALSE
addressing,4,0.000,,FALSE,FALSE,FALSE
pitfalls,4,0.000,,FALSE,FALSE,FALSE
convenor,4,0.000,,FALSE,FALSE,FALSE
dani,4,0.000,,FALSE,FALSE,FALSE
broitman,4,0.000,,FALSE,FALSE,FALSE
spatial,4,0.000,,FALSE,FALSE,FALSE
jess,4,0.000,,FALSE,FALSE,FALSE
anywhere,4,0.000,,FALSE,FALSE,FALSE
podcasts,4,0.000,,FALSE,FALSE,FALSE
spotify,4,0.000,,FALSE,FALSE,FALSE
apple,4,0.000,,FALSE,FALSE,FALSE
podcast,4,0.000,,FALSE,FALSE,FALSE
#podcast,4,0.000,,FALSE,FALSE,FALSE
#scicomm,4,0.000,,FALSE,FALSE,FALSE
#marinescience,4,0.000,,FALSE,FALSE,FALSE
predict,4,0.000,,FALSE,FALSE,FALSE
manage,4,0.000,,FALSE,FALSE,FALSE
maia,4,0.000,,FALSE,FALSE,FALSE
