Word,Count,Salience,Word on Sentiment List #1: List1,Word on Sentiment List #2: List2,Word on Sentiment List #3: List3
knha473vgm,7,0.001,FALSE,FALSE,FALSE
8sfpsovmse,7,0.001,FALSE,FALSE,FALSE
#sciencepolicy,7,0.001,FALSE,FALSE,FALSE
chaired,7,0.001,FALSE,FALSE,FALSE
eevaprimmer,7,0.001,FALSE,FALSE,FALSE
panellists,7,0.001,FALSE,FALSE,FALSE
sincereforests,7,0.001,FALSE,FALSE,FALSE
georg,7,0.001,FALSE,FALSE,FALSE
winkel,7,0.001,FALSE,FALSE,FALSE
earlier,7,0.001,FALSE,FALSE,FALSE
efigovernance,7,0.001,FALSE,FALSE,FALSE
everyone,7,0.001,FALSE,FALSE,FALSE
drylands,7,0.001,FALSE,FALSE,FALSE
income,7,0.001,FALSE,FALSE,FALSE
exploring,7,0.001,FALSE,FALSE,FALSE
malawi,7,0.001,FALSE,FALSE,FALSE
bsc,7,0.001,FALSE,FALSE,FALSE
geography,7,0.001,FALSE,FALSE,FALSE
geographyuow,7,0.001,FALSE,FALSE,FALSE
worcester_uni,7,0.001,FALSE,FALSE,FALSE
comprehensive,7,0.001,TRUE,FALSE,FALSE
prospective,7,0.001,FALSE,FALSE,FALSE
weighed,7,0.001,FALSE,FALSE,FALSE
#updatethenppf,7,0.001,FALSE,FALSE,FALSE
girona,7,0.001,FALSE,FALSE,FALSE
uni,7,0.001,FALSE,FALSE,FALSE
udggovern,7,0.001,FALSE,FALSE,FALSE
enrigarau,7,0.001,FALSE,FALSE,FALSE
presenting,7,0.001,FALSE,FALSE,FALSE
31,7,0.001,FALSE,FALSE,FALSE
11am,7,0.001,FALSE,FALSE,FALSE
connect,7,0.001,FALSE,FALSE,FALSE
virtually,7,0.001,FALSE,FALSE,FALSE
properties,7,0.001,FALSE,FALSE,FALSE
#vacancy,7,0.001,FALSE,FALSE,FALSE
ideal,7,0.001,TRUE,FALSE,FALSE
celebrated,7,0.001,TRUE,FALSE,FALSE
assist,7,0.001,FALSE,FALSE,FALSE
thriving,7,0.001,TRUE,FALSE,FALSE
country,7,0.001,FALSE,FALSE,FALSE
bordering,7,0.001,FALSE,FALSE,FALSE
baltic,7,0.001,FALSE,FALSE,FALSE
citizen,7,0.001,FALSE,FALSE,FALSE
taking,7,0.001,FALSE,FALSE,FALSE
norwegian,7,0.001,FALSE,FALSE,FALSE
mussels,7,0.001,FALSE,FALSE,FALSE
gt,7,0.001,FALSE,FALSE,FALSE
#espafrica,7,0.001,FALSE,FALSE,FALSE
nzrqwwe9yn,7,0.001,FALSE,FALSE,FALSE
#green,7,0.001,FALSE,FALSE,FALSE
crypto,7,0.001,FALSE,FALSE,FALSE
downstream,6,0.001,FALSE,FALSE,FALSE
con,6,0.001,FALSE,FALSE,FALSE
finding,6,0.001,FALSE,FALSE,FALSE
swamp,6,0.001,FALSE,FALSE,FALSE
growing,6,0.001,FALSE,FALSE,FALSE
area,6,0.001,FALSE,FALSE,FALSE
bill,6,0.001,FALSE,FALSE,FALSE
helping,6,0.001,TRUE,FALSE,FALSE
#forests,6,0.001,FALSE,FALSE,FALSE
director,6,0.001,FALSE,FALSE,FALSE
6,6,0.001,FALSE,FALSE,FALSE
further,6,0.001,FALSE,FALSE,FALSE
fao,6,0.001,FALSE,FALSE,FALSE
billions,6,0.001,FALSE,FALSE,FALSE
marks,6,0.001,FALSE,FALSE,FALSE
mitigating,6,0.001,FALSE,FALSE,FALSE
program,6,0.001,FALSE,FALSE,FALSE
held,6,0.001,FALSE,FALSE,FALSE
migratory,6,0.001,FALSE,FALSE,FALSE
crops,6,0.001,FALSE,FALSE,FALSE
davis,6,0.001,FALSE,FALSE,FALSE
analysis,6,0.001,FALSE,FALSE,FALSE
relation,6,0.001,FALSE,FALSE,FALSE
organized,6,0.001,FALSE,FALSE,FALSE
sectors,6,0.001,FALSE,FALSE,FALSE
meadows,6,0.001,FALSE,FALSE,FALSE
riparian,6,0.001,FALSE,FALSE,FALSE
limited,6,0.001,FALSE,TRUE,FALSE
system,6,0.001,FALSE,FALSE,FALSE
numerous,6,0.001,FALSE,FALSE,FALSE
state,6,0.001,FALSE,FALSE,FALSE
governments,6,0.001,FALSE,FALSE,FALSE
think,6,0.001,FALSE,FALSE,FALSE
fishing,6,0.001,FALSE,FALSE,FALSE
contribution,6,0.001,TRUE,FALSE,FALSE
implications,6,0.001,FALSE,FALSE,FALSE
southeastern,6,0.001,FALSE,FALSE,FALSE
u,6,0.001,FALSE,FALSE,FALSE
march,6,0.001,FALSE,FALSE,FALSE
identify,6,0.001,FALSE,FALSE,FALSE
#food,6,0.001,FALSE,FALSE,FALSE
#urbanwetlands,6,0.001,FALSE,FALSE,FALSE
trca_hq,6,0.001,FALSE,FALSE,FALSE
inc,6,0.001,FALSE,FALSE,FALSE
rouge,6,0.001,FALSE,FALSE,FALSE
rougepark,6,0.001,FALSE,FALSE,FALSE
canada's,6,0.001,FALSE,FALSE,FALSE
incl,6,0.001,FALSE,FALSE,FALSE
few,6,0.001,FALSE,FALSE,FALSE
mpa,6,0.001,FALSE,FALSE,FALSE
disappearing,6,0.001,FALSE,FALSE,FALSE
hotspots,6,0.001,FALSE,FALSE,FALSE
journal,6,0.001,FALSE,FALSE,FALSE
sediment,6,0.001,FALSE,FALSE,FALSE
reaching,6,0.001,FALSE,FALSE,FALSE
functions,6,0.001,FALSE,FALSE,FALSE
crucial,6,0.001,FALSE,FALSE,FALSE
photo,6,0.001,FALSE,FALSE,FALSE
prize,6,0.001,TRUE,FALSE,FALSE
wellbeing,6,0.001,TRUE,FALSE,FALSE
visit,6,0.001,FALSE,FALSE,FALSE
building,6,0.001,FALSE,FALSE,FALSE
tangible,6,0.001,FALSE,FALSE,FALSE
iucn,6,0.001,FALSE,FALSE,FALSE
conflicting,6,0.001,FALSE,TRUE,FALSE
02,6,0.001,FALSE,FALSE,FALSE
again,6,0.001,FALSE,FALSE,FALSE
grenada,6,0.001,FALSE,FALSE,FALSE
solution,6,0.001,FALSE,FALSE,FALSE
cerrado,6,0.001,FALSE,FALSE,FALSE
#mangroves,6,0.001,FALSE,FALSE,FALSE
requires,6,0.001,FALSE,FALSE,FALSE
infrastructure,6,0.001,FALSE,FALSE,FALSE
place,6,0.001,FALSE,FALSE,FALSE
decline,6,0.001,FALSE,TRUE,FALSE
maesjoachim,6,0.001,FALSE,FALSE,FALSE
robert_costanza's,6,0.001,FALSE,FALSE,FALSE
director's,6,0.001,FALSE,FALSE,FALSE
interconnections,6,0.001,FALSE,FALSE,FALSE
ask,6,0.001,FALSE,FALSE,FALSE
costanza,6,0.001,FALSE,FALSE,FALSE
complex,6,0.001,FALSE,TRUE,FALSE
researchers,6,0.001,FALSE,FALSE,FALSE
degree,6,0.001,FALSE,FALSE,FALSE
maria,6,0.001,FALSE,FALSE,FALSE
es,6,0.001,FALSE,FALSE,FALSE
andersen_inger,6,0.001,FALSE,FALSE,FALSE
#wetlandwonders,6,0.001,FALSE,FALSE,FALSE
books,6,0.001,FALSE,FALSE,FALSE
call,6,0.001,FALSE,FALSE,FALSE
#mussel,6,0.001,FALSE,FALSE,FALSE
evolve,6,0.001,FALSE,FALSE,FALSE
keen,6,0.001,TRUE,FALSE,FALSE
#fisheries,6,0.001,FALSE,FALSE,FALSE
fieldwork,6,0.001,FALSE,FALSE,FALSE
rlamnhpvij,6,0.001,FALSE,FALSE,FALSE
ones,6,0.001,FALSE,FALSE,FALSE
disservices,6,0.001,FALSE,FALSE,FALSE
makhanda,6,0.001,FALSE,FALSE,FALSE
rm,6,0.001,FALSE,FALSE,FALSE
resnet,6,0.001,FALSE,FALSE,FALSE
student,6,0.001,FALSE,FALSE,FALSE
theories,6,0.001,FALSE,FALSE,FALSE
#leveragepoints,6,0.001,FALSE,FALSE,FALSE
supervised,6,0.001,FALSE,FALSE,FALSE
juliambaird,6,0.001,FALSE,FALSE,FALSE
gordon_hickey,6,0.001,FALSE,FALSE,FALSE
busustainable,6,0.001,FALSE,FALSE,FALSE
collaborative,6,0.001,FALSE,FALSE,FALSE
moredun,6,0.001,FALSE,FALSE,FALSE
sruc,6,0.001,FALSE,FALSE,FALSE
pathogen,6,0.001,FALSE,FALSE,FALSE
transmission,6,0.001,FALSE,FALSE,FALSE
#sruckirkton,6,0.001,FALSE,FALSE,FALSE
davymccracken,6,0.001,FALSE,FALSE,FALSE
sefariscot,6,0.001,FALSE,FALSE,FALSE
commodity,6,0.001,FALSE,FALSE,FALSE
#ghana,6,0.001,FALSE,FALSE,FALSE
producer,6,0.001,FALSE,FALSE,FALSE
analysed,6,0.001,FALSE,FALSE,FALSE
shaded,6,0.001,FALSE,FALSE,FALSE
sun,6,0.001,FALSE,FALSE,FALSE
innovations,6,0.001,FALSE,FALSE,FALSE
two,6,0.001,FALSE,FALSE,FALSE
vacancies,6,0.001,FALSE,FALSE,FALSE
teal,6,0.001,FALSE,FALSE,FALSE
dams,6,0.001,FALSE,FALSE,FALSE
contact,6,0.001,FALSE,FALSE,FALSE
p,6,0.001,FALSE,FALSE,FALSE
macreadie,6,0.001,FALSE,FALSE,FALSE
deakin,6,0.001,FALSE,FALSE,FALSE
au,6,0.001,FALSE,FALSE,FALSE
attach,6,0.001,FALSE,FALSE,FALSE
cv,6,0.001,FALSE,FALSE,FALSE
letter,6,0.001,FALSE,FALSE,FALSE
trout,6,0.001,FALSE,FALSE,FALSE
always,6,0.001,FALSE,FALSE,FALSE
absorbing,6,0.001,FALSE,FALSE,FALSE
launching,6,0.001,FALSE,FALSE,FALSE
covering,6,0.001,FALSE,FALSE,FALSE
followed,6,0.001,FALSE,FALSE,FALSE
overview,6,0.001,FALSE,FALSE,FALSE
inherent,6,0.001,FALSE,FALSE,FALSE
podcast,6,0.001,FALSE,FALSE,FALSE
offre,6,0.001,FALSE,FALSE,FALSE
stage,6,0.001,FALSE,FALSE,FALSE
internship,6,0.001,FALSE,FALSE,FALSE
pes,6,0.001,FALSE,FALSE,FALSE
beta_economics,6,0.001,FALSE,FALSE,FALSE
inrae_nancy,6,0.001,FALSE,FALSE,FALSE
revolutionary,6,0.001,TRUE,FALSE,FALSE
same,6,0.001,FALSE,FALSE,FALSE
#wildflower,6,0.001,FALSE,FALSE,FALSE
strips,6,0.001,FALSE,FALSE,FALSE
mixes,6,0.001,FALSE,FALSE,FALSE
effective,6,0.001,TRUE,FALSE,FALSE
agri,6,0.001,FALSE,FALSE,FALSE
counteract,6,0.001,FALSE,FALSE,FALSE
rangelands,6,0.001,FALSE,FALSE,FALSE
term,5,0.001,FALSE,FALSE,FALSE
managing,5,0.001,FALSE,FALSE,FALSE
más,5,0.001,FALSE,FALSE,FALSE
landscapes,5,0.001,FALSE,FALSE,FALSE
reuang,5,0.001,FALSE,FALSE,FALSE
thailand,5,0.001,FALSE,FALSE,FALSE
shows,5,0.001,FALSE,FALSE,FALSE
won,5,0.001,TRUE,FALSE,FALSE
focused,5,0.001,FALSE,FALSE,FALSE
peri,5,0.001,FALSE,FALSE,FALSE
ability,5,0.001,FALSE,FALSE,FALSE
number,5,0.001,FALSE,FALSE,FALSE
gdp,5,0.001,FALSE,FALSE,FALSE
basin,5,0.001,FALSE,FALSE,FALSE
lake,5,0.001,FALSE,FALSE,FALSE
lucky,5,0.001,TRUE,FALSE,FALSE
surrounded,5,0.001,FALSE,FALSE,FALSE
house,5,0.001,FALSE,FALSE,FALSE
waterfowl,5,0.001,FALSE,FALSE,FALSE
shorebirds,5,0.001,FALSE,FALSE,FALSE
adapting,5,0.001,FALSE,FALSE,FALSE
jan,5,0.001,FALSE,FALSE,FALSE
hosted,5,0.001,FALSE,FALSE,FALSE
private,5,0.001,FALSE,FALSE,FALSE
precious,5,0.001,TRUE,FALSE,FALSE
plant,5,0.001,FALSE,FALSE,FALSE
map,5,0.001,FALSE,FALSE,FALSE
learnt,5,0.001,FALSE,FALSE,FALSE
competition,5,0.001,FALSE,FALSE,FALSE
transition,5,0.001,FALSE,FALSE,FALSE
#bioeconomy,5,0.001,FALSE,FALSE,FALSE
tools,5,0.001,FALSE,FALSE,FALSE
colleagues,5,0.001,FALSE,FALSE,FALSE
scientists,5,0.001,FALSE,FALSE,FALSE
attention,5,0.001,FALSE,FALSE,FALSE
scenarios,5,0.001,FALSE,FALSE,FALSE
societal,5,0.001,FALSE,FALSE,FALSE
provisioning,5,0.001,FALSE,FALSE,FALSE
helped,5,0.001,TRUE,FALSE,FALSE
complete,5,0.001,FALSE,FALSE,FALSE
take,5,0.001,FALSE,FALSE,FALSE
going,5,0.001,FALSE,FALSE,FALSE
planting,5,0.001,FALSE,FALSE,FALSE
framework,5,0.001,FALSE,FALSE,FALSE
topics,5,0.001,FALSE,FALSE,FALSE
focus,5,0.001,FALSE,FALSE,FALSE
answer,5,0.001,FALSE,FALSE,FALSE
abundant,5,0.001,TRUE,FALSE,FALSE
feel,5,0.001,FALSE,FALSE,FALSE
yes,5,0.001,FALSE,FALSE,FALSE
ll,5,0.001,FALSE,FALSE,FALSE
nursery,5,0.001,FALSE,FALSE,FALSE
ecotourism,5,0.001,FALSE,FALSE,FALSE
integrating,5,0.001,FALSE,FALSE,FALSE
12,5,0.001,FALSE,FALSE,FALSE
30pm,5,0.001,FALSE,FALSE,FALSE
analyzing,5,0.001,FALSE,FALSE,FALSE
wide,5,0.001,FALSE,FALSE,FALSE
come,5,0.001,FALSE,FALSE,FALSE
peace,5,0.001,TRUE,FALSE,FALSE
#urbanplanning,5,0.001,FALSE,FALSE,FALSE
kenya,5,0.001,FALSE,FALSE,FALSE
real,5,0.001,FALSE,FALSE,FALSE
position,5,0.001,FALSE,FALSE,FALSE
decision,5,0.001,FALSE,FALSE,FALSE
online,5,0.001,FALSE,FALSE,FALSE
geospatial,5,0.001,FALSE,FALSE,FALSE
#serviramazonia,5,0.001,FALSE,FALSE,FALSE
biovintciat_eng,5,0.001,FALSE,FALSE,FALSE
cgiar,5,0.001,FALSE,FALSE,FALSE
nasaearth,5,0.001,FALSE,FALSE,FALSE
ripple,5,0.001,FALSE,FALSE,FALSE
effect,5,0.001,FALSE,FALSE,FALSE
shea,5,0.001,FALSE,FALSE,FALSE
#burkinafaso,5,0.001,FALSE,FALSE,FALSE
warming,5,0.001,FALSE,FALSE,FALSE
components,5,0.001,FALSE,FALSE,FALSE
deep,5,0.001,FALSE,FALSE,FALSE
22,5,0.001,FALSE,FALSE,FALSE
flow,5,0.001,FALSE,FALSE,FALSE
reliable,5,0.001,TRUE,FALSE,FALSE
potable,5,0.001,FALSE,FALSE,FALSE
shield,5,0.001,FALSE,FALSE,FALSE
storm,5,0.001,FALSE,FALSE,FALSE
unfavorable,5,0.001,FALSE,TRUE,FALSE
build,5,0.001,FALSE,FALSE,FALSE
directly,5,0.001,FALSE,FALSE,FALSE
destruction,5,0.001,FALSE,TRUE,FALSE
finds,5,0.001,FALSE,FALSE,FALSE
india's,5,0.001,FALSE,FALSE,FALSE
kubernein,5,0.001,FALSE,FALSE,FALSE
fire,5,0.001,FALSE,FALSE,FALSE
controlled,5,0.001,FALSE,FALSE,FALSE
grazing,5,0.001,FALSE,FALSE,FALSE
institutional,5,0.001,FALSE,FALSE,FALSE
legacies,5,0.001,FALSE,FALSE,FALSE
highlight,5,0.001,FALSE,FALSE,FALSE
adaptability,5,0.001,FALSE,FALSE,FALSE
fjayg9rlca,5,0.001,FALSE,FALSE,FALSE
features,5,0.001,FALSE,FALSE,FALSE
hydrobiologia,5,0.001,FALSE,FALSE,FALSE
phytoplankton,5,0.001,FALSE,FALSE,FALSE
thanks,5,0.001,FALSE,FALSE,FALSE
nice,5,0.001,TRUE,FALSE,FALSE
theory,5,0.001,FALSE,FALSE,FALSE
practical,5,0.001,FALSE,FALSE,FALSE
applications,5,0.001,FALSE,FALSE,FALSE
presented,5,0.001,FALSE,FALSE,FALSE
benjaminburkhard,5,0.001,FALSE,FALSE,FALSE
pensoft,5,0.001,FALSE,FALSE,FALSE
quite,5,0.001,FALSE,FALSE,FALSE
#hkh,5,0.001,FALSE,FALSE,FALSE
blessed,5,0.001,FALSE,FALSE,FALSE
biologically,5,0.001,FALSE,FALSE,FALSE
hands,5,0.001,FALSE,FALSE,FALSE
#protectthepulse,5,0.001,FALSE,FALSE,FALSE
guest,5,0.001,FALSE,FALSE,FALSE
wendy__jesse,5,0.001,FALSE,FALSE,FALSE
talks,5,0.001,FALSE,FALSE,FALSE
actual,5,0.001,FALSE,FALSE,FALSE
#invasive,5,0.001,FALSE,FALSE,FALSE
vine,5,0.001,FALSE,FALSE,FALSE
incurs,5,0.001,FALSE,FALSE,FALSE
carribbean,5,0.001,FALSE,FALSE,FALSE
eustatius,5,0.001,FALSE,FALSE,FALSE
team's,5,0.001,FALSE,FALSE,FALSE
#invasivespecies,5,0.001,FALSE,FALSE,FALSE
unfortunately,5,0.001,FALSE,TRUE,FALSE
#foods,5,0.001,FALSE,FALSE,FALSE
promote,5,0.001,FALSE,FALSE,FALSE
diets,5,0.001,FALSE,FALSE,FALSE
overshooting,5,0.001,FALSE,FALSE,FALSE
planetary,5,0.001,FALSE,FALSE,FALSE
boundaries,5,0.001,FALSE,FALSE,FALSE
plan,5,0.001,FALSE,FALSE,FALSE
lost,5,0.001,FALSE,TRUE,FALSE
heritage,5,0.001,FALSE,FALSE,FALSE
present,5,0.001,FALSE,FALSE,FALSE
ewestaway,5,0.001,FALSE,FALSE,FALSE
duncwilliamson,5,0.001,FALSE,FALSE,FALSE
uksustain,5,0.001,FALSE,FALSE,FALSE
vet_sustain,5,0.001,FALSE,FALSE,FALSE
foodethicsnews,5,0.001,FALSE,FALSE,FALSE
ipesfood,5,0.001,FALSE,FALSE,FALSE
folucoalition,5,0.001,FALSE,FALSE,FALSE
ffc_commission,5,0.001,FALSE,FALSE,FALSE
georgemonbiot,5,0.001,FALSE,FALSE,FALSE
bengoldsmith,5,0.001,FALSE,FALSE,FALSE
farmersoftheuk,5,0.001,FALSE,FALSE,FALSE
susfoodtrust,5,0.001,FALSE,FALSE,FALSE
gentle_farming,5,0.001,FALSE,FALSE,FALSE
soilwatch,5,0.001,FALSE,FALSE,FALSE
walter,5,0.001,FALSE,FALSE,FALSE
takeaways,5,0.001,FALSE,FALSE,FALSE
gateway,5,0.001,FALSE,FALSE,FALSE
pod,5,0.001,FALSE,FALSE,FALSE
charlie,5,0.001,FALSE,FALSE,FALSE
multi,5,0.001,FALSE,FALSE,FALSE
university,5,0.001,FALSE,FALSE,FALSE
assets,5,0.001,FALSE,FALSE,FALSE
top,5,0.001,TRUE,FALSE,FALSE
#uzbekistan,5,0.001,FALSE,FALSE,FALSE
23,5,0.001,FALSE,FALSE,FALSE
43,5,0.001,FALSE,FALSE,FALSE
considerable,5,0.001,FALSE,FALSE,FALSE
iki_bmu,5,0.001,FALSE,FALSE,FALSE
partners,5,0.001,FALSE,FALSE,FALSE
lydia,5,0.001,FALSE,FALSE,FALSE
challenge,5,0.001,FALSE,FALSE,FALSE
underestimated,5,0.001,FALSE,FALSE,FALSE
uk,5,0.001,FALSE,FALSE,FALSE
84,5,0.001,FALSE,FALSE,FALSE
pj13302,5,0.001,FALSE,FALSE,FALSE
relevant,5,0.001,FALSE,FALSE,FALSE
rate,5,0.001,FALSE,FALSE,FALSE
threat,4,0.001,FALSE,TRUE,FALSE
panel,4,0.001,FALSE,FALSE,FALSE
river's,4,0.001,FALSE,FALSE,FALSE
practice,4,0.001,FALSE,FALSE,FALSE
tropical,4,0.001,FALSE,FALSE,FALSE
maith,4,0.001,FALSE,FALSE,FALSE
citizens,4,0.001,FALSE,FALSE,FALSE
wine,4,0.001,FALSE,FALSE,FALSE
7,4,0.001,FALSE,FALSE,FALSE
uzbekistan,4,0.001,FALSE,FALSE,FALSE
sand,4,0.001,FALSE,FALSE,FALSE
dust,4,0.001,FALSE,TRUE,FALSE
storms,4,0.001,FALSE,FALSE,FALSE
aral,4,0.001,FALSE,FALSE,FALSE
seabed,4,0.001,FALSE,FALSE,FALSE
worldbank,4,0.001,FALSE,FALSE,FALSE
supported,4,0.001,TRUE,FALSE,FALSE
waves,4,0.001,FALSE,FALSE,FALSE
possible,4,0.001,FALSE,FALSE,FALSE
tidal,4,0.001,FALSE,FALSE,FALSE
preservation,4,0.001,FALSE,FALSE,FALSE
#freshwater,4,0.001,FALSE,FALSE,FALSE
watershed,4,0.001,FALSE,FALSE,FALSE
phragmites,4,0.001,FALSE,FALSE,FALSE
invasive,4,0.001,FALSE,TRUE,FALSE
details,4,0.001,FALSE,FALSE,FALSE
fruit,4,0.001,FALSE,FALSE,FALSE
floods,4,0.001,FALSE,FALSE,FALSE
sdgs,4,0.001,FALSE,FALSE,FALSE
funded,4,0.001,FALSE,FALSE,FALSE
14,4,0.001,FALSE,FALSE,FALSE
fossil,4,0.001,FALSE,FALSE,FALSE
suffer,4,0.001,FALSE,TRUE,FALSE
chain,4,0.001,FALSE,FALSE,FALSE
perspective,4,0.001,FALSE,FALSE,FALSE
koen,4,0.001,FALSE,FALSE,FALSE
kramer,4,0.001,FALSE,FALSE,FALSE
ensure,4,0.001,FALSE,FALSE,FALSE
demo,4,0.001,FALSE,FALSE,FALSE
therefore,4,0.001,FALSE,FALSE,FALSE
stable,4,0.001,TRUE,FALSE,FALSE
addressing,4,0.001,FALSE,FALSE,FALSE
perception,4,0.001,FALSE,FALSE,FALSE
example,4,0.001,FALSE,FALSE,FALSE
9,4,0.001,FALSE,FALSE,FALSE
stakeholder,4,0.001,FALSE,FALSE,FALSE
andes,4,0.001,FALSE,FALSE,FALSE
three,4,0.001,FALSE,FALSE,FALSE
give,4,0.001,FALSE,FALSE,FALSE
paying,4,0.001,FALSE,FALSE,FALSE
though,4,0.001,FALSE,FALSE,FALSE
pressing,4,0.001,FALSE,FALSE,FALSE
aquatic,4,0.001,FALSE,FALSE,FALSE
friday,4,0.001,FALSE,FALSE,FALSE
awf_official,4,0.001,FALSE,FALSE,FALSE
nemakenya,4,0.001,FALSE,FALSE,FALSE
comes,4,0.001,FALSE,FALSE,FALSE
productive,4,0.001,TRUE,FALSE,FALSE
sink,4,0.001,FALSE,TRUE,FALSE
united,4,0.001,FALSE,FALSE,FALSE
states,4,0.001,FALSE,FALSE,FALSE
environments,4,0.001,FALSE,FALSE,FALSE
#makenaturecount,4,0.001,FALSE,FALSE,FALSE
#seea,4,0.001,FALSE,FALSE,FALSE
ecologically,4,0.001,FALSE,FALSE,FALSE
authorities,4,0.001,FALSE,FALSE,FALSE
used,4,0.001,FALSE,FALSE,FALSE
10,4,0.001,FALSE,FALSE,FALSE
000,4,0.001,FALSE,FALSE,FALSE
tv,4,0.001,FALSE,FALSE,FALSE
environment,4,0.001,FALSE,FALSE,FALSE
conserved,4,0.001,FALSE,FALSE,FALSE
create,4,0.001,FALSE,FALSE,FALSE
beauty,4,0.001,TRUE,FALSE,FALSE
within,4,0.001,FALSE,FALSE,FALSE
los,4,0.001,FALSE,FALSE,FALSE
este,4,0.001,FALSE,FALSE,FALSE
greater,4,0.001,FALSE,FALSE,FALSE
standards,4,0.001,FALSE,FALSE,FALSE
ago,4,0.001,FALSE,FALSE,FALSE
hays,4,0.001,FALSE,FALSE,FALSE
zoom,4,0.001,FALSE,FALSE,FALSE
everything,4,0.001,FALSE,FALSE,FALSE
condition,4,0.001,FALSE,FALSE,FALSE
average,4,0.001,FALSE,FALSE,FALSE
greenness,4,0.001,FALSE,FALSE,FALSE
virtual,4,0.001,FALSE,FALSE,FALSE
depth,4,0.001,FALSE,FALSE,FALSE
explanation,4,0.001,FALSE,FALSE,FALSE
peatlands,4,0.001,FALSE,FALSE,FALSE
informeaportal,4,0.001,FALSE,FALSE,FALSE
factors,4,0.001,FALSE,FALSE,FALSE
factor,4,0.001,FALSE,FALSE,FALSE
iwrm,4,0.001,FALSE,FALSE,FALSE
90,4,0.001,FALSE,FALSE,FALSE
shelter,4,0.001,FALSE,FALSE,FALSE
akagera,4,0.001,FALSE,FALSE,FALSE
along,4,0.001,FALSE,FALSE,FALSE
drew,4,0.001,FALSE,FALSE,FALSE
bantlin,4,0.001,FALSE,FALSE,FALSE
david,4,0.001,FALSE,FALSE,FALSE
attenborough,4,0.001,FALSE,FALSE,FALSE
95,4,0.001,FALSE,FALSE,FALSE
nominated,4,0.001,FALSE,FALSE,FALSE
nobel,4,0.001,FALSE,FALSE,FALSE
jointly,4,0.001,FALSE,FALSE,FALSE
assesses,4,0.001,FALSE,FALSE,FALSE
worldwide,4,0.001,FALSE,FALSE,FALSE
policymakers,4,0.001,FALSE,FALSE,FALSE
crisis,4,0.001,FALSE,TRUE,FALSE
gender,4,0.001,FALSE,FALSE,FALSE
vast,4,0.001,FALSE,FALSE,FALSE
capacity,4,0.001,FALSE,FALSE,FALSE
rapid,4,0.001,TRUE,FALSE,FALSE
wonder,4,0.001,TRUE,FALSE,FALSE
struggle,4,0.001,FALSE,TRUE,FALSE
concept,4,0.001,FALSE,FALSE,FALSE
established,4,0.001,FALSE,FALSE,FALSE
goods,4,0.001,FALSE,FALSE,FALSE
honor,4,0.001,TRUE,FALSE,FALSE
wednesday,4,0.001,FALSE,FALSE,FALSE
week,4,0.001,FALSE,FALSE,FALSE
#summitswcd,4,0.001,FALSE,FALSE,FALSE
npi,4,0.001,FALSE,FALSE,FALSE
kenya's,4,0.001,FALSE,FALSE,FALSE
#hiddenwealthinke,4,0.001,FALSE,FALSE,FALSE
swamps,4,0.001,FALSE,FALSE,FALSE
#tigers,4,0.001,FALSE,FALSE,FALSE
thrive,4,0.001,TRUE,FALSE,FALSE
angelayang987,4,0.001,FALSE,FALSE,FALSE
faunafloraint,4,0.001,FALSE,FALSE,FALSE
#yearofthetiger,4,0.001,FALSE,FALSE,FALSE
doc,4,0.001,FALSE,FALSE,FALSE
called,4,0.001,FALSE,FALSE,FALSE
sweet,4,0.001,TRUE,FALSE,FALSE
whose,4,0.001,FALSE,FALSE,FALSE
pathways,4,0.001,FALSE,FALSE,FALSE
makers,4,0.001,FALSE,FALSE,FALSE
trying,4,0.001,FALSE,FALSE,FALSE
resolve,4,0.001,FALSE,FALSE,FALSE
objectives,4,0.001,FALSE,FALSE,FALSE
topic,4,0.001,FALSE,FALSE,FALSE
mau,4,0.001,FALSE,FALSE,FALSE
entire,4,0.001,FALSE,FALSE,FALSE
#mara,4,0.001,FALSE,FALSE,FALSE
#serengeti,4,0.001,FALSE,FALSE,FALSE
newsletter,4,0.001,FALSE,FALSE,FALSE
events,4,0.001,FALSE,FALSE,FALSE
publications,4,0.001,FALSE,FALSE,FALSE
calls,4,0.001,FALSE,FALSE,FALSE
#vacancies,4,0.001,FALSE,FALSE,FALSE
#espupdate,4,0.001,FALSE,FALSE,FALSE
#news,4,0.001,FALSE,FALSE,FALSE
thread,4,0.001,FALSE,FALSE,FALSE
soy,4,0.001,FALSE,FALSE,FALSE
brazilian,4,0.001,FALSE,FALSE,FALSE
rach_garr,4,0.001,FALSE,FALSE,FALSE
19,4,0.001,FALSE,FALSE,FALSE
stewardship,4,0.001,FALSE,FALSE,FALSE
turn,4,0.001,FALSE,FALSE,FALSE
enhances,4,0.001,TRUE,FALSE,FALSE
city,4,0.001,FALSE,FALSE,FALSE
right,4,0.001,TRUE,FALSE,FALSE
consequences,4,0.001,FALSE,FALSE,FALSE
parklands,4,0.001,FALSE,FALSE,FALSE
grow,4,0.001,FALSE,FALSE,FALSE
andrew,4,0.001,FALSE,FALSE,FALSE
wardell,4,0.001,FALSE,FALSE,FALSE
synthesis,4,0.001,FALSE,FALSE,FALSE
linked,4,0.001,FALSE,FALSE,FALSE
associated,4,0.001,FALSE,FALSE,FALSE
government,4,0.001,FALSE,FALSE,FALSE
strictly,4,0.001,FALSE,TRUE,FALSE
